study_hours,attendance,previous_score,marks
9,83.8,57,51.0
1,71.1,63,40.0
2,65.0,71,48.0
6,77.8,48,38.0
1,56.3,86,61.0
4,70.8,63,42.0
8,88.3,65,57.0
5,79.0,42,26.0
9,93.2,62,58.0
6,86.3,50,40.0
1,62.7,49,26.0
6,79.7,89,78.0
6,84.0,75,62.0
6,88.0,99,90.0
8,86.1,52,50.0
6,81.6,68,57.0
5,71.3,77,62.0
2,62.3,98,74.0
4,72.1,92,74.0
5,72.5,52,40.0
4,71.5,96,81.0
2,63.6,65,45.0
7,91.7,59,50.0
2,69.8,44,17.0
1,67.4,59,31.0
5,76.2,53,40.0
1,58.7,84,61.0
1,58.6,53,26.0
1,67.0,47,20.0
6,81.7,87,73.0
9,95.4,52,55.0
1,61.8,63,37.0
5,68.8,54,35.0
9,95.6,90,90.0
9,94.7,40,36.0
1,63.7,61,38.0
8,89.0,73,65.0
1,70.1,89,66.0
8,86.0,90,88.0
1,61.5,79,53.0
5,73.1,42,27.0
8,86.4,94,90.0
6,78.0,65,50.0
9,93.6,53,49.0
1,73.5,97,71.0
9,93.8,80,72.0
1,64.1,47,21.0
3,62.4,88,73.0
1,65.4,94,68.0
3,68.9,94,74.0
2,61.5,95,72.0
2,69.4,55,38.0
9,90.3,81,78.0
8,90.2,60,55.0
1,57.0,49,24.0
4,70.7,96,72.0
1,67.1,64,38.0
1,65.8,95,73.0
4,75.8,77,60.0
2,62.6,61,38.0
3,69.8,88,74.0
9,93.5,87,86.0
2,70.2,86,62.0
4,81.7,93,80.0
1,57.7,85,62.0
2,62.1,43,22.0
5,71.0,43,28.0
1,56.7,69,41.0
7,89.0,41,34.0
4,74.4,68,52.0
6,79.7,82,71.0
8,92.2,75,68.0
6,75.8,60,47.0
2,61.5,99,73.0
1,68.2,60,33.0
8,80.9,87,83.0
8,83.9,60,48.0
9,89.5,43,39.0
6,69.5,40,29.0
1,55.5,65,36.0
9,91.0,95,94.0
3,75.9,90,73.0
6,78.5,41,28.0
9,90.0,48,49.0
3,64.3,94,73.0
5,76.5,96,83.0
5,71.0,84,73.0
7,86.7,57,50.0
4,73.9,87,74.0
4,72.3,87,71.0
7,92.3,96,92.0
9,91.8,81,78.0
4,71.0,80,64.0
4,73.9,50,37.0
6,78.2,64,49.0
6,89.6,65,53.0
7,90.4,97,95.0
1,66.0,75,50.0
3,71.8,81,62.0
9,84.9,74,74.0
6,75.3,77,70.0
6,78.7,42,29.0
5,79.3,98,81.0
3,73.9,80,58.0
5,72.4,74,57.0
1,66.3,89,61.0
3,66.9,79,56.0
4,67.9,61,44.0
5,81.3,47,30.0
9,87.8,54,53.0
4,70.3,84,67.0
3,62.8,46,21.0
1,64.4,58,35.0
6,87.5,79,77.0
7,76.2,81,72.0
8,85.0,56,52.0
1,64.0,40,15.0
4,65.0,84,67.0
5,74.8,68,55.0
2,67.8,97,73.0
1,61.6,52,25.0
8,88.3,95,90.0
6,77.2,87,74.0
5,86.8,68,53.0
9,89.6,80,79.0
2,65.7,81,59.0
8,86.2,45,40.0
9,90.7,44,39.0
1,65.8,73,49.0
7,90.8,50,41.0
8,72.8,48,39.0
3,66.4,77,57.0
4,74.5,79,66.0
3,73.2,80,59.0
7,75.3,48,40.0
9,84.2,47,47.0
3,63.7,83,65.0
6,84.7,97,86.0
8,98.3,79,75.0
6,78.5,42,30.0
2,68.2,52,26.0
7,86.5,58,49.0
2,74.7,73,52.0
2,70.9,71,47.0
2,67.2,88,64.0
1,60.0,55,28.0
1,71.4,75,48.0
7,88.3,57,47.0
5,73.6,53,37.0
3,68.4,69,54.0
1,63.2,41,18.0
6,78.6,52,37.0
1,64.1,66,41.0
9,81.8,98,96.0
2,71.8,92,69.0
1,58.6,91,64.0
7,83.1,56,48.0
6,76.7,70,59.0
6,84.2,54,39.0
5,82.4,96,80.0
4,73.6,59,38.0
4,76.5,44,26.0
3,76.2,46,27.0
8,83.3,57,50.0
7,84.2,95,89.0
9,90.3,50,45.0
1,63.5,71,42.0
7,80.1,89,80.0
4,73.3,66,48.0
7,91.5,65,59.0
1,71.0,76,53.0
5,77.4,84,72.0
3,71.1,67,46.0
5,77.9,89,75.0
4,70.9,41,25.0
2,64.1,59,36.0
4,71.3,43,24.0
3,67.7,52,31.0
1,64.0,63,39.0
8,91.0,87,81.0
5,76.0,77,63.0
4,72.5,97,81.0
5,72.8,79,63.0
4,65.4,87,69.0
3,65.4,84,66.0
5,76.6,94,80.0
4,76.7,68,52.0
1,61.9,97,68.0
3,69.4,75,57.0
8,95.0,41,37.0
7,84.3,80,68.0
2,62.4,57,35.0
1,68.2,88,65.0
3,69.4,47,28.0
5,72.6,97,82.0
1,67.9,54,29.0
3,70.0,80,62.0
3,69.4,56,35.0
5,76.7,62,51.0
3,73.0,41,22.0
9,97.3,45,42.0
1,74.9,68,45.0
4,75.6,66,48.0
4,75.9,76,61.0
1,65.7,88,59.0
2,60.0,73,50.0
1,58.8,57,33.0
6,85.9,81,65.0
3,65.8,49,26.0
7,82.1,77,69.0
5,75.9,98,87.0
9,97.6,83,85.0
7,83.8,56,46.0
4,75.6,98,82.0
5,77.3,52,36.0
5,85.4,91,77.0
5,73.5,99,85.0
9,93.8,87,85.0
3,67.8,81,62.0
6,79.1,66,54.0
8,76.6,92,89.0
9,88.9,41,35.0
7,78.8,73,65.0
3,63.1,70,52.0
1,62.2,62,37.0
4,70.8,46,27.0
6,76.8,77,60.0
3,67.5,72,52.0
1,69.3,51,28.0
6,81.9,84,72.0
1,65.4,51,23.0
9,93.1,58,59.0
1,61.7,48,20.0
6,79.9,49,38.0
1,63.9,56,31.0
7,76.6,89,81.0
3,67.9,79,66.0
6,79.5,78,68.0
7,85.8,80,75.0
1,70.8,49,24.0
1,66.2,51,26.0
5,74.7,54,39.0
6,84.4,70,61.0
9,94.4,54,52.0
1,63.3,67,38.0
4,77.0,43,25.0
8,90.4,75,73.0
9,89.0,94,93.0
3,69.6,40,16.0
2,71.3,97,75.0
4,74.5,83,64.0
2,71.3,96,77.0
1,57.9,73,44.0
3,73.4,86,66.0
7,78.8,56,48.0
1,66.5,78,50.0
2,68.2,77,56.0
1,64.6,83,55.0
8,89.1,90,83.0
5,70.7,72,58.0
8,83.6,99,93.0
3,69.9,60,38.0
7,82.6,65,55.0
8,82.6,85,80.0
6,83.1,75,64.0
7,77.8,44,37.0
2,65.7,72,49.0
8,85.9,40,33.0
5,83.4,92,78.0
7,81.0,45,31.0
1,59.1,76,53.0
5,81.3,41,25.0
1,60.5,96,69.0
8,93.0,92,89.0
4,73.4,98,80.0
4,70.8,98,80.0
2,70.1,44,22.0
5,73.8,65,52.0
1,58.1,80,59.0
9,93.1,90,88.0
5,82.8,92,81.0
6,75.2,86,79.0
2,62.1,52,28.0
1,64.4,51,28.0
4,68.9,44,19.0
7,88.3,41,31.0
6,86.5,98,87.0
1,65.9,43,17.0
1,69.2,98,75.0
8,87.6,66,61.0
4,64.4,89,72.0
5,82.2,92,78.0
7,80.2,49,36.0
8,85.9,52,45.0
7,86.1,83,74.0
2,63.8,41,17.0
4,73.8,65,47.0
1,54.2,54,25.0
9,91.9,85,81.0
3,69.0,96,74.0
3,63.1,49,30.0
9,83.9,61,59.0
3,70.5,79,60.0
8,85.8,64,58.0
2,71.7,54,28.0
3,66.9,52,33.0
2,69.8,47,30.0
1,57.2,60,31.0
2,55.2,60,36.0
8,90.8,61,56.0
9,82.8,85,82.0
2,68.0,72,50.0
7,87.2,84,76.0
5,77.9,66,52.0
3,70.3,79,60.0
9,91.4,89,91.0
6,82.2,61,52.0
1,59.2,69,43.0
5,81.8,48,32.0
7,83.0,84,77.0
4,72.1,74,55.0
8,86.4,57,52.0
5,69.9,81,68.0
9,86.6,44,41.0
9,90.3,66,63.0
9,100.0,96,99.0
1,59.8,45,17.0
2,68.5,71,47.0
3,67.1,47,24.0
4,80.7,95,80.0
9,89.9,78,79.0
6,84.3,60,49.0
1,67.3,57,27.0
9,92.9,53,51.0
6,82.0,54,41.0
4,78.9,81,67.0
4,68.4,65,48.0
3,68.8,92,72.0
7,83.2,83,75.0
3,68.0,71,48.0
2,61.1,78,58.0
8,83.1,67,62.0
4,73.9,99,83.0
8,83.3,78,68.0
1,68.6,82,55.0
5,69.7,71,55.0
9,96.0,52,49.0
1,74.7,54,27.0
4,74.8,57,38.0
6,80.7,78,66.0
8,88.7,45,37.0
3,65.3,94,72.0
5,70.7,50,34.0
7,90.4,71,68.0
1,64.7,79,56.0
7,83.2,59,52.0
8,90.1,72,67.0
8,81.7,79,69.0
9,95.6,47,45.0
6,75.7,90,76.0
6,83.1,74,65.0
2,69.3,44,26.0
3,74.6,74,54.0
4,70.0,86,68.0
4,77.8,53,34.0
8,80.9,60,56.0
1,62.8,86,63.0
4,77.6,63,47.0
4,77.8,56,40.0
1,56.8,57,31.0
3,72.0,73,56.0
5,70.9,51,36.0
6,78.5,55,41.0
9,94.0,43,43.0
9,91.2,64,61.0
9,93.6,73,69.0
1,62.6,67,44.0
9,90.1,85,82.0
8,84.0,50,48.0
2,67.6,52,27.0
1,72.5,70,45.0
1,63.2,99,75.0
6,87.1,64,54.0
9,92.5,78,76.0
7,93.4,49,44.0
5,77.1,63,50.0
2,66.9,40,17.0
1,67.4,92,66.0
2,62.0,64,42.0
1,65.2,67,42.0
3,66.1,75,56.0
6,80.7,57,48.0
8,96.3,45,40.0
3,75.2,41,24.0
9,93.0,42,38.0
5,75.9,85,73.0
7,87.4,47,40.0
8,81.0,70,62.0
3,67.2,87,65.0
2,71.0,58,37.0
2,61.7,89,68.0
5,74.5,45,30.0
1,68.9,53,31.0
2,63.9,42,15.0
9,100.0,87,89.0
7,80.3,40,33.0
6,82.9,83,72.0
9,93.8,69,64.0
7,88.2,85,78.0
5,74.5,58,40.0
9,90.1,93,91.0
6,72.4,58,49.0
6,76.2,48,38.0
4,76.5,46,28.0
1,67.7,85,62.0
5,83.0,76,62.0
9,86.5,89,89.0
8,80.6,80,74.0
8,88.5,92,85.0
5,82.9,46,33.0
9,88.6,48,41.0
3,74.6,43,24.0
3,76.2,64,47.0
1,60.6,88,65.0
9,87.6,51,50.0
6,77.1,45,35.0
2,63.0,57,30.0
8,87.7,79,76.0
9,84.3,60,55.0
9,89.0,54,49.0
2,64.7,42,19.0
2,63.1,41,15.0
7,81.1,95,86.0
4,77.3,94,77.0
1,55.2,80,55.0
8,89.6,79,77.0
2,61.0,98,74.0
3,77.1,43,23.0
5,71.2,71,56.0
3,78.6,41,18.0
7,84.3,85,76.0
7,79.2,68,57.0
2,67.7,41,13.0
7,87.0,73,64.0
6,87.0,66,54.0
9,88.5,99,97.0
9,90.5,93,89.0
2,63.8,78,53.0
7,83.8,83,74.0
5,85.0,77,61.0
6,80.7,57,41.0
1,66.8,75,48.0
7,84.0,58,48.0
6,79.6,66,54.0
4,76.9,84,67.0
1,54.1,59,34.0
9,90.5,60,60.0
4,72.5,62,46.0
2,63.4,69,45.0
8,83.4,64,56.0
2,70.1,70,49.0
5,77.2,66,49.0
6,78.7,73,65.0
8,86.1,47,39.0
1,62.7,58,33.0
1,64.9,80,55.0
4,77.5,65,50.0
5,79.3,67,52.0
9,93.7,43,43.0
7,78.6,70,58.0
7,85.2,55,45.0
8,88.1,90,81.0
5,80.1,49,36.0
5,80.6,77,64.0
1,63.4,87,57.0
9,88.1,49,46.0
6,81.8,84,76.0
9,84.3,48,43.0
3,73.0,78,58.0
5,81.8,75,61.0
2,65.1,90,72.0
5,70.6,97,82.0
8,84.8,75,69.0
2,74.4,58,35.0
8,86.0,99,91.0
4,74.3,58,40.0
1,64.3,51,26.0
5,77.6,52,34.0
1,58.2,64,35.0
7,89.5,75,67.0
8,91.1,64,60.0
3,75.8,67,48.0
3,66.9,81,62.0
7,75.1,92,84.0
4,73.2,78,67.0
3,70.2,69,50.0
8,81.6,44,42.0
3,70.6,56,37.0
7,90.0,57,50.0
2,65.6,82,61.0
1,57.9,86,61.0
6,84.0,60,48.0
8,88.1,61,56.0
1,65.0,78,54.0
9,92.2,89,86.0
3,67.4,97,77.0
3,70.9,96,77.0
4,76.4,45,25.0
1,59.7,89,67.0
9,91.8,55,51.0
3,76.7,41,20.0
4,76.2,90,74.0
1,69.8,40,12.0
4,65.4,96,78.0
1,62.9,69,48.0
5,75.0,97,79.0
5,77.4,82,66.0
7,82.8,91,82.0
8,86.4,76,67.0
4,78.1,87,75.0
7,84.1,62,52.0
4,77.3,40,25.0
3,76.6,58,39.0
6,75.6,85,66.0
4,71.9,42,24.0
3,70.7,41,17.0
9,82.4,95,93.0
5,71.6,76,62.0
7,82.0,56,47.0
6,69.9,67,55.0
5,79.7,57,41.0
7,87.6,72,67.0
6,82.6,54,43.0
2,63.9,61,42.0
3,75.8,80,64.0
2,70.0,66,42.0
3,69.9,94,77.0
1,66.5,76,52.0
8,92.3,71,62.0
6,81.0,99,90.0
2,71.3,84,60.0
8,82.7,58,49.0
6,83.3,67,54.0
7,92.0,67,61.0
1,55.2,95,67.0
7,88.0,49,42.0
3,69.2,59,43.0
8,90.9,64,58.0
6,81.0,60,50.0
4,66.2,53,34.0
8,84.7,61,51.0
9,96.9,92,89.0
2,68.1,65,41.0
6,80.1,83,70.0
5,80.7,50,35.0
5,84.8,94,79.0
3,70.2,46,26.0
8,91.3,56,46.0
8,81.4,57,51.0
5,78.2,46,30.0
8,87.3,95,88.0
8,89.4,59,55.0
3,73.4,77,60.0
2,65.8,50,26.0
9,88.8,83,85.0
2,69.9,97,76.0
9,83.7,55,53.0
4,68.5,90,70.0
2,62.2,94,64.0
1,59.2,66,41.0
4,69.3,90,73.0
9,90.1,50,47.0
9,88.3,55,49.0
4,87.8,62,53.0
9,95.5,99,95.0
6,80.7,98,87.0
1,57.6,51,26.0
6,81.4,98,89.0
9,90.2,79,73.0
2,70.3,42,19.0
6,70.5,41,33.0
2,67.0,99,75.0
4,74.2,77,59.0
8,87.8,87,79.0
7,77.6,91,82.0
9,89.4,63,58.0
7,83.9,68,61.0
1,60.5,86,59.0
2,72.9,85,63.0
6,78.7,73,60.0
7,91.0,59,55.0
3,75.6,57,38.0
9,92.9,53,49.0
7,80.3,57,48.0
6,75.3,41,24.0
6,70.2,40,27.0
1,61.8,59,34.0
5,77.6,73,59.0
3,67.7,80,60.0
7,84.6,80,75.0
3,73.9,87,67.0
5,78.6,50,36.0
7,89.9,66,60.0
3,72.4,62,43.0
2,71.4,77,52.0
6,83.3,83,73.0
8,94.9,42,36.0
4,74.6,51,37.0
9,88.9,69,66.0
8,79.2,70,64.0
7,89.0,62,54.0
7,87.0,40,31.0
3,65.9,80,59.0
6,83.6,59,49.0
5,78.9,93,80.0
1,60.7,45,19.0
3,71.8,50,27.0
1,57.2,74,51.0
4,75.3,43,25.0
3,70.4,68,48.0
4,72.5,98,82.0
9,97.1,49,47.0
3,69.8,90,70.0
6,79.5,68,57.0
6,85.1,77,69.0
7,87.4,40,32.0
9,92.3,79,78.0
7,82.8,47,41.0
1,71.2,96,72.0
8,85.2,77,71.0
5,70.4,56,44.0
9,83.6,58,57.0
5,74.6,72,57.0
5,76.9,54,41.0
2,60.8,84,62.0
3,68.1,70,48.0
9,87.3,60,59.0
7,77.5,42,34.0
1,66.0,41,17.0
3,66.3,74,54.0
2,69.7,80,55.0
1,61.5,98,73.0
9,88.4,55,50.0
8,83.5,95,91.0
5,81.0,84,73.0
2,65.4,90,70.0
1,69.7,98,74.0
7,82.6,89,86.0
2,64.9,60,34.0
1,60.9,51,25.0
2,73.6,67,47.0
7,88.4,51,45.0
7,80.1,72,62.0
6,72.4,59,49.0
5,71.6,79,62.0
3,70.9,88,65.0
3,68.4,60,40.0
9,85.4,99,97.0
4,79.3,91,79.0
9,93.0,93,93.0
4,73.7,78,60.0
2,63.7,80,61.0
4,73.0,88,73.0
6,79.8,98,89.0
6,83.0,81,71.0
5,79.8,75,61.0
1,65.8,61,39.0
3,66.1,65,44.0
5,77.9,46,32.0
6,78.0,46,35.0
1,63.1,47,20.0
9,88.8,65,62.0
3,70.9,63,42.0
3,68.4,63,43.0
2,71.6,79,56.0
8,83.2,87,79.0
3,62.4,51,30.0
6,79.4,86,73.0
2,61.0,47,25.0
7,78.0,93,84.0
4,75.6,48,27.0
9,93.8,42,41.0
9,88.3,93,92.0
7,82.3,60,53.0
8,79.8,70,63.0
3,72.6,87,67.0
5,76.8,86,74.0
2,62.9,63,37.0
7,80.5,43,33.0
8,84.8,59,58.0
9,87.5,55,55.0
7,85.2,49,40.0
8,88.3,82,79.0
9,94.0,65,68.0
6,80.9,68,57.0
2,65.7,44,20.0
2,70.3,50,28.0
4,80.6,68,50.0
9,82.7,84,80.0
7,81.1,54,44.0
2,55.7,45,19.0
8,90.1,87,81.0
7,79.7,54,46.0
9,94.5,82,83.0
8,89.8,59,58.0
3,69.1,73,53.0
1,58.4,99,73.0
2,71.4,99,79.0
2,65.4,41,15.0
4,69.3,83,62.0
6,72.3,55,46.0
4,77.5,58,41.0
9,89.9,73,68.0
4,74.7,88,72.0
6,81.3,53,43.0
6,84.0,63,51.0
1,62.0,67,38.0
8,92.6,87,80.0
3,65.2,71,48.0
6,76.4,76,63.0
3,64.1,49,31.0
2,71.9,88,66.0
5,72.9,84,69.0
1,57.5,87,62.0
9,89.1,48,49.0
7,86.7,63,54.0
3,64.2,75,57.0
4,68.5,95,77.0
6,78.3,68,56.0
3,74.6,99,79.0
7,87.2,68,60.0
6,86.9,97,88.0
9,87.4,87,83.0
5,73.8,62,43.0
4,74.6,66,48.0
3,67.0,70,50.0
1,60.9,82,61.0
3,70.8,46,24.0
3,67.7,88,71.0
7,76.6,93,81.0
7,84.0,84,76.0
1,55.0,43,17.0
3,73.4,53,30.0
8,93.3,81,78.0
9,89.2,81,78.0
7,79.6,49,37.0
7,82.4,98,86.0
8,90.2,83,77.0
6,80.1,73,63.0
3,68.7,65,46.0
1,65.5,62,38.0
7,86.0,48,41.0
1,57.1,76,51.0
1,62.8,47,24.0
9,83.7,92,88.0
7,87.8,53,50.0
4,70.4,46,30.0
6,81.2,46,32.0
1,60.3,48,18.0
7,81.0,42,29.0
6,83.6,53,41.0
4,76.8,56,37.0
7,81.9,89,85.0
3,73.6,83,67.0
1,56.8,61,30.0
4,65.4,85,69.0
3,77.5,65,43.0
1,67.8,97,72.0
2,70.6,67,47.0
5,68.4,84,69.0
8,81.3,53,48.0
1,57.2,48,20.0
4,79.2,90,73.0
4,73.2,65,49.0
5,70.8,41,26.0
7,78.7,50,44.0
8,89.8,56,49.0
6,75.0,73,61.0
1,62.2,58,28.0
7,85.1,78,74.0
3,68.7,57,33.0
6,81.3,52,42.0
8,88.2,44,39.0
7,80.9,89,82.0
6,82.8,62,48.0
9,95.3,97,95.0
9,89.0,95,92.0
1,63.7,63,36.0
1,69.4,68,37.0
1,67.9,87,65.0
8,87.2,86,82.0
7,76.5,47,37.0
3,74.6,65,45.0
2,71.1,54,34.0
4,75.6,96,78.0
3,76.0,40,18.0
7,81.1,67,59.0
8,89.0,88,82.0
6,76.9,86,75.0
3,65.5,85,65.0
6,76.7,53,40.0
2,66.4,81,60.0
7,90.4,73,67.0
7,84.8,98,95.0
4,72.8,70,56.0
8,90.1,45,35.0
4,67.4,88,73.0
7,84.2,44,37.0
4,67.9,70,53.0
5,81.3,76,62.0
7,87.6,54,44.0
3,70.3,54,36.0
5,68.1,91,76.0
3,72.8,82,60.0
5,78.1,44,28.0
3,76.6,67,48.0
7,85.0,72,62.0
1,58.3,50,19.0
9,95.0,82,80.0
9,93.0,45,46.0
5,81.2,62,47.0
9,96.3,79,79.0
6,76.7,41,27.0
5,81.5,54,43.0
3,69.3,62,43.0
8,84.7,61,56.0
4,67.7,48,27.0
3,73.0,86,70.0
6,89.1,79,70.0
8,88.0,69,61.0
9,89.7,55,53.0
6,79.9,98,87.0
5,86.7,85,68.0
2,63.0,86,61.0
2,68.7,91,70.0
9,90.7,69,65.0
2,63.7,84,61.0
2,66.5,48,27.0
3,74.3,40,22.0
3,67.9,98,81.0
4,67.3,77,60.0
7,78.3,47,41.0
9,86.4,98,98.0
2,68.5,98,79.0
4,74.2,91,77.0
9,82.9,57,51.0
2,74.1,66,43.0
1,60.6,57,27.0
8,90.4,71,69.0
9,87.6,97,98.0
7,74.7,88,80.0
8,85.6,71,68.0
4,67.1,92,76.0
4,73.3,87,72.0
2,71.3,84,64.0
8,92.6,93,87.0
2,70.7,75,53.0
9,87.1,75,71.0
4,73.3,60,40.0
1,51.9,85,58.0
4,74.3,71,55.0
3,73.2,70,50.0
6,81.0,76,64.0
7,74.3,55,44.0
8,88.4,85,79.0
2,68.9,85,65.0
6,83.7,53,37.0
6,83.3,96,85.0
5,86.5,63,48.0
7,83.0,64,55.0
3,67.6,85,64.0
4,77.4,90,74.0
9,92.6,74,67.0
4,67.0,56,38.0
3,68.2,85,65.0
2,69.2,81,60.0
5,79.6,84,72.0
4,69.4,93,73.0
8,86.5,43,34.0
7,84.2,50,45.0
6,75.9,86,75.0
2,71.6,54,28.0
3,71.7,69,48.0
9,92.9,63,64.0
9,93.5,41,42.0
5,81.8,82,72.0
3,69.4,73,52.0
2,72.3,62,40.0
8,88.1,70,61.0
6,84.0,76,66.0
7,74.0,52,43.0
1,64.1,72,49.0
1,56.1,46,16.0
2,74.4,71,46.0
3,74.8,46,28.0
1,64.4,81,57.0
5,76.6,77,62.0
3,74.0,91,76.0
1,64.9,83,56.0
8,82.6,52,44.0
6,84.0,63,49.0
9,87.5,67,64.0
3,69.6,71,52.0
9,88.9,82,79.0
9,88.0,57,52.0
1,63.9,73,52.0
3,78.5,87,71.0
6,74.7,73,59.0
8,85.1,90,90.0
4,75.1,77,58.0
5,74.9,40,25.0
9,87.5,82,78.0
6,82.8,89,77.0
7,75.6,81,73.0
7,83.4,70,61.0
4,76.1,89,71.0
4,71.6,99,82.0
4,78.9,40,25.0
5,71.2,90,76.0
5,68.0,55,39.0
8,87.2,97,91.0
9,91.2,78,73.0
2,70.7,54,34.0
7,80.7,72,64.0
1,56.0,62,36.0
1,55.1,92,67.0
4,63.3,80,63.0
7,79.1,73,64.0
2,66.5,56,29.0
2,70.1,64,41.0
1,60.4,95,70.0
2,68.0,81,57.0
7,86.0,45,36.0
9,95.6,70,67.0
6,88.8,44,29.0
2,67.9,79,58.0
9,88.8,79,77.0
7,81.5,69,60.0
1,60.6,44,16.0
9,90.4,51,50.0
2,72.2,46,25.0
4,74.2,84,68.0
9,91.0,52,52.0
4,72.3,88,72.0
3,69.1,43,21.0
1,66.4,89,63.0
7,84.6,81,74.0
6,84.0,42,24.0
4,77.0,51,33.0
6,87.2,40,29.0
6,81.4,66,53.0
4,74.3,82,68.0
6,76.2,89,75.0
8,87.3,52,41.0
3,76.3,56,34.0
4,72.9,47,29.0
1,60.7,71,44.0
4,79.4,59,42.0
9,86.6,90,90.0
8,93.7,56,52.0
4,75.1,73,55.0
7,79.5,74,63.0
3,68.8,74,56.0
9,97.6,77,76.0
4,78.3,81,62.0
2,61.4,63,39.0
5,80.2,93,78.0
2,56.2,57,35.0
6,70.7,89,74.0
1,62.6,85,58.0
6,77.3,87,72.0
4,80.1,78,62.0
3,74.1,72,52.0
2,73.4,88,65.0
7,75.9,62,50.0
9,87.8,64,61.0
3,76.9,76,57.0
6,83.1,66,51.0
9,99.9,40,37.0
2,68.0,60,40.0
7,89.2,98,91.0
5,77.1,88,77.0
5,72.3,49,31.0
7,85.5,70,61.0
9,97.0,83,85.0
4,67.6,64,47.0
9,96.3,59,57.0
9,88.3,96,95.0
4,75.6,41,23.0
3,70.2,94,74.0
2,66.0,87,67.0
9,87.0,54,52.0
2,61.0,67,50.0
6,74.3,52,38.0
5,72.4,89,76.0
5,73.5,99,88.0
4,69.6,91,73.0
6,79.2,93,81.0
5,75.7,53,41.0
4,80.2,89,72.0
9,88.9,41,39.0
6,76.3,73,62.0
3,66.9,74,54.0
6,84.8,76,68.0
1,68.9,64,40.0
5,75.9,87,72.0
6,86.4,93,83.0
8,90.0,54,49.0
9,84.7,51,47.0
3,68.1,48,27.0
2,74.9,97,76.0
4,75.6,70,55.0
8,87.0,53,49.0
8,79.0,68,69.0
3,72.0,92,72.0
4,73.6,87,66.0
3,68.2,82,62.0
2,65.0,77,55.0
4,68.5,81,65.0
6,81.3,99,88.0
5,70.4,47,32.0
3,69.4,87,66.0
2,62.8,42,20.0
9,98.8,41,35.0
1,60.1,55,30.0
9,83.0,58,54.0
1,58.1,69,42.0
7,80.3,80,67.0
6,74.9,55,43.0
7,83.2,70,60.0
3,67.1,93,72.0
3,64.5,97,79.0
1,65.9,67,41.0
4,73.2,43,25.0
2,66.2,49,23.0
8,82.5,90,82.0
3,73.2,84,67.0
7,76.6,57,48.0
7,77.4,86,74.0
9,93.5,71,70.0
6,81.6,69,60.0
1,56.4,75,46.0
8,80.4,48,41.0
1,70.7,75,50.0
3,75.9,68,49.0
5,70.9,55,40.0
8,83.6,67,61.0
9,90.0,60,56.0
7,83.6,86,82.0
9,89.1,95,88.0
3,71.9,41,19.0
5,72.7,99,89.0
8,84.3,98,92.0
1,71.5,85,62.0
8,83.9,74,70.0
7,88.0,93,88.0
1,61.0,67,42.0
6,72.9,94,89.0
1,61.1,75,51.0
2,68.6,70,48.0
5,81.0,72,59.0
2,69.8,62,40.0
1,61.9,99,71.0
6,83.1,80,71.0
8,85.8,56,50.0
8,79.0,85,78.0
8,90.4,88,84.0
6,81.4,40,29.0
3,74.4,81,63.0
1,63.4,62,34.0
2,61.5,87,68.0
5,72.7,66,52.0
5,75.5,64,51.0
1,66.9,71,46.0
1,66.5,58,32.0
9,85.3,63,61.0
2,68.4,96,74.0
7,79.3,42,29.0
4,77.0,99,82.0
7,85.2,51,43.0
8,82.4,74,67.0
5,77.4,54,38.0
1,56.6,56,30.0
4,69.9,89,69.0
3,60.0,71,52.0
5,79.2,46,33.0
6,76.9,58,48.0
2,72.9,46,23.0
7,87.0,44,41.0
3,65.0,97,78.0
1,61.7,79,53.0
3,69.7,60,39.0
9,86.0,87,84.0
6,78.4,87,70.0
6,80.9,90,83.0
4,82.3,96,81.0
8,81.1,86,82.0
5,77.0,46,33.0
7,86.7,76,64.0
9,87.0,62,59.0
5,73.3,50,36.0
5,77.9,49,36.0
4,69.1,96,81.0
6,73.6,60,47.0
2,67.3,94,69.0
3,74.4,98,80.0
1,66.5,80,55.0
2,63.7,72,54.0
2,76.1,59,40.0
8,90.2,72,70.0
8,83.8,79,71.0
2,61.1,74,47.0
6,78.1,73,62.0
5,78.7,75,59.0
3,60.3,66,48.0
5,84.8,58,47.0
5,74.8,82,72.0
5,85.0,44,32.0
3,72.2,68,47.0
3,69.8,95,76.0
4,78.1,49,29.0
7,84.2,95,87.0
2,60.5,98,71.0
4,68.2,94,75.0
4,76.2,79,63.0
1,59.2,52,28.0
8,90.7,68,64.0
1,71.8,44,16.0
8,92.0,97,89.0
7,85.8,97,90.0
9,88.2,98,91.0
8,84.5,51,43.0
5,67.4,98,84.0
8,93.0,52,47.0
3,72.8,61,47.0
7,88.4,79,71.0
4,71.0,54,37.0
5,75.2,52,35.0
9,91.6,40,38.0
7,81.4,93,85.0
4,70.7,77,58.0
6,82.0,82,69.0
7,75.3,84,74.0
9,84.9,92,89.0
4,72.9,91,80.0
3,73.2,40,21.0
8,85.1,50,45.0
1,68.5,97,74.0
9,95.3,82,77.0
1,67.7,79,51.0
2,57.5,61,38.0
8,84.7,74,69.0
9,93.4,99,98.0
7,87.5,90,85.0
3,71.7,83,62.0
7,85.7,45,38.0
6,85.9,67,57.0
2,68.5,70,41.0
3,62.1,94,76.0
5,84.9,47,30.0
4,75.9,44,28.0
2,69.1,81,56.0
4,71.5,93,77.0
8,90.8,87,85.0
5,75.3,83,72.0
